Project Phase Name,Start Date, End Date,Project Duration,Project Budget Amount,EAC,Overrun,Budget overrun / Saved %
Scope,21/06/2021,26/01/2022,219,156001,231097,1,0.48
Design,27/01/2022,05/11/2022,282,780000,554099,0,-0.29
Scope,09/09/2025,09/09/2025,1,3992,47,0,-0.99
Scope,30/11/2023,31/05/2024,183,136916,136916,1,0.00
Scope,04/02/2024,06/10/2024,245,7089,7089,1,0.00
Scope,19/12/2017,08/04/2023,1936,146611,318926,1,1.18
Design,08/04/2023,30/04/2024,388,733051,775963,1,0.06
Scope,18/08/2025,09/09/2025,22,4051,696,0,-0.83
Scope,15/02/2019,23/11/2021,1012,254504,172602,0,-0.32
Design,12/03/2021,03/01/2023,662,1266898,833783,0,-0.34
Scope,19/12/2022,01/03/2023,72,4051,3982,0,-0.02
Design,01/03/2023,05/03/2023,4,18230,15930,0,-0.13
Scope,06/04/2024,11/04/2024,5,228623,80630,0,-0.65
Scope,15/08/2024,21/08/2024,6,4162,2155,0,-0.48
Design,21/08/2024,19/02/2025,182,18731,8621,0,-0.54
Scope,17/05/2019,09/05/2019,8,126420,156223,1,0.24
Design,25/09/2019,07/01/2020,104,632103,720969,1,0.14
Scope,16/08/2024,22/08/2024,6,3878,1738,0,-0.55
Design,22/08/2024,19/02/2025,181,17449,6952,0,-0.60
Design,15/07/2024,04/09/2025,416,60000,71561,1,0.19
Scope,06/09/2022,10/11/2022,65,249042,301422,1,0.21
Design,14/10/2022,18/04/2023,186,1238169,631536,0,-0.49
Design,23/07/2024,17/03/2025,237,78000,117714,1,0.51
Scope,19/07/2022,06/12/2023,505,56463,135297,1,1.40
Design,07/05/2023,12/08/2023,97,282314,323284,1,0.15
Design,30/05/2023,15/11/2023,169,45914,95958,1,1.09
Scope,26/11/2013,28/02/2014,94,52357,119733,1,1.29
Scope,24/06/2024,16/01/2025,206,27254,27254,1,0.00
Design,21/01/2025,21/03/2025,59,115642,115642,1,0.00
Scope,08/02/2019,24/05/2021,836,80105,65559,0,-0.18
Design,26/05/2021,05/12/2022,558,400526,459977,1,0.15
Scope,25/08/2025,09/09/2025,15,4562,533,0,-0.88
Scope,11/08/2018,03/01/2019,145,208401,138731,0,-0.33
Design,03/01/2019,05/10/2022,1371,1042001,816361,0,-0.22
Scope,17/01/2020,28/06/2021,528,116100,125708,1,0.08
Design,26/08/2021,23/02/2022,181,572361,436832,0,-0.24
Scope,13/12/2022,01/03/2023,78,3168,4091,1,0.29
Design,01/03/2023,05/03/2023,4,14254,16364,1,0.15
Scope,20/04/2021,19/01/2022,274,36710,52886,1,0.44
Design,20/01/2022,03/02/2022,14,170636,177509,1,0.04
Construction,24/07/2023,20/10/2024,454,2722682,2403984,0,-0.12
Scope,14/06/2024,25/04/2025,315,20484,36205,1,0.77
Scope,08/06/2020,17/06/2022,739,76540,126474,1,0.65
Design,31/08/2022,03/10/2023,398,382701,432615,1,0.13
Design,07/03/2024,17/01/2025,316,34949,95649,1,1.74
Design,08/08/2024,17/01/2025,162,1051,12650,1,11.04
Design,08/08/2024,18/11/2024,102,57579,93330,1,0.62
Design,06/04/2024,10/01/2024,87,149025,124261,0,-0.17
Design,07/03/2024,12/04/2024,36,45000,44442,0,-0.01
Scope,17/05/2019,09/05/2019,8,11789,6441,0,-0.45
Design,25/09/2019,07/01/2020,104,58947,36168,0,-0.39
Scope,07/05/2023,07/05/2023,1,17023,15185,0,-0.11
Design,07/05/2023,12/08/2023,97,76605,68213,0,-0.11
Scope,06/12/2024,27/09/2024,70,126853,251196,1,0.98
Design,12/10/2024,04/10/2025,357,586225,447999,0,-0.24
Scope,22/08/2019,21/02/2020,183,15433,38032,1,1.46
Design,06/01/2021,04/11/2022,667,77163,80065,1,0.04
Scope,13/05/2024,11/08/2024,90,82451,125634,1,0.52
Scope,06/07/2023,20/10/2023,106,126509,125197,0,-0.01
Design,11/09/2023,04/11/2024,420,624243,248858,0,-0.60
Scope,23/01/2019,05/03/2019,41,32890,58458,1,0.78
Design,05/08/2019,10/11/2019,97,164450,403258,1,1.45
Construction,21/01/2020,18/08/2025,2036,3700125,3416186,0,-0.08
Scope,05/06/2025,18/07/2025,43,270359,136487,0,-0.50
Scope,05/06/2019,21/05/2019,15,2538,2538,1,0.00
Design,21/05/2019,30/10/2019,162,10760,10220,0,-0.05
Scope,24/05/2024,10/07/2024,47,7960,22571,1,1.84
Design,17/10/2024,02/10/2025,350,31840,71139,1,1.23
Scope,07/12/2022,15/05/2023,159,138000,224331,1,0.63
Design,13/06/2023,02/09/2024,447,658175,404219,0,-0.39
Scope,18/09/2024,13/12/2024,86,105122,238617,1,1.27
Scope,24/06/2024,27/09/2024,95,249018,139076,0,-0.44
Design,19/11/2024,04/10/2025,319,1162086,295984,0,-0.75
Scope,26/08/2019,17/11/2021,814,75080,131524,1,0.75
Design,12/08/2021,05/05/2022,266,375404,339374,0,-0.10
Design,24/03/2017,17/05/2017,54,85045,107154,1,0.26
Construction,22/08/2017,14/05/2025,2822,1247323,1227090,0,-0.02
Scope,27/05/2021,10/08/2021,75,11000,42404,1,2.85
Design,28/12/2021,23/09/2022,269,55000,170827,1,2.11
Scope,14/07/2022,06/12/2023,510,117730,174246,1,0.48
Design,07/05/2023,29/03/2024,327,588650,461253,0,-0.22
Design,31/10/2023,17/10/2024,352,59538,112099,1,0.88
Scope,19/04/1985,26/02/2015,10905,127455,107807,0,-0.15
Design,20/04/2008,26/08/2015,2684,509820,345191,0,-0.32
Scope,21/06/2023,15/12/2023,177,171080,228828,1,0.34
Design,27/12/2023,04/10/2025,647,774882,407770,0,-0.47
Scope,25/03/2019,19/06/2019,86,6121,6121,1,0.00
Design,19/06/2019,11/07/2019,22,24794,24794,1,0.00
Scope,06/09/2023,11/01/2023,238,233536,346479,1,0.48
Design,18/12/2023,22/04/2024,126,1163035,470889,0,-0.60
Scope,28/06/2019,11/06/2019,17,88879,170724,1,0.92
Design,13/11/2019,26/06/2020,226,444401,1110495,1,1.50
Design,28/11/2023,21/03/2024,114,70619,74711,1,0.06
Construction,10/07/2024,16/06/2025,341,1035744,521568,0,-0.50
Scope,06/02/2021,28/10/2021,264,139926,147145,1,0.05
Design,19/11/2021,20/10/2022,335,682733,493416,0,-0.28
Scope,30/06/2025,07/01/2025,174,5079,164,0,-0.97
Scope,28/05/2019,07/02/2019,110,5660,3455,0,-0.39
Design,07/02/2019,11/06/2019,124,25472,14086,0,-0.45
Scope,06/05/2023,26/10/2023,173,161100,172738,1,0.07
Design,11/07/2023,22/04/2024,286,751800,359004,0,-0.52
Scope,03/06/2020,07/09/2021,461,36021,72014,1,1.00
Design,27/07/2021,19/01/2022,176,175581,239002,1,0.36
Construction,27/07/2022,31/10/2024,827,3559571,7097465,1,0.99
Scope,25/08/2023,21/05/2024,270,325659,133966,0,-0.59
Design,19/06/2024,15/04/2025,300,1500050,616078,0,-0.59
Scope,01/08/2024,09/04/2024,114,27606,36615,1,0.33
Design,10/09/2024,05/06/2025,268,128827,96056,0,-0.25
Scope,07/01/2025,07/01/2025,1,2239,180,0,-0.92
Scope,26/08/2019,03/09/2020,374,13800,53348,1,2.87
Design,03/11/2020,12/09/2021,313,69000,144433,1,1.09
Design,04/02/2021,29/09/2022,602,125238,129277,1,0.03
Design,18/01/2022,05/11/2022,291,150173,140827,0,-0.06
Scope,20/05/2020,30/10/2020,163,49706,204737,1,3.12
Design,27/05/2021,22/11/2021,179,242850,413996,1,0.70
Scope,07/11/2025,14/07/2025,116,2785,206,0,-0.93
Scope,11/07/2019,12/07/2021,732,117767,167790,1,0.42
Scope,22/08/2024,01/06/2025,283,86964,168876,1,0.94
Design,28/01/2025,22/04/2025,84,405834,402722,0,-0.01
Scope,21/10/2021,07/11/2022,382,19078,85499,1,3.48
Scope,21/06/2024,30/10/2024,131,143069,137626,0,-0.04
Design,18/12/2024,16/04/2025,119,657001,397402,0,-0.40
Scope,19/02/2025,13/05/2025,83,28037,28037,1,0.00
Scope,29/10/2019,20/02/2020,114,3740,20170,1,4.39
Design,25/02/2020,28/04/2020,63,16830,80674,1,3.79
Scope,02/08/2023,02/12/2024,488,6595,45287,1,5.87
Design,21/02/2024,27/03/2024,35,29675,94962,1,2.20
Design,07/09/2024,15/04/2025,220,60000,75986,1,0.27
Scope,21/12/2016,28/06/2017,189,1494500,1341615,0,-0.10
Design,29/06/2017,05/12/2023,2350,6725250,4597290,0,-0.32
Scope,14/11/2022,14/11/2022,1,187000,5720,0,-0.97
Design,15/11/2022,27/04/2023,163,935000,500864,0,-0.46
Construction,23/07/2024,09/10/2025,443,21037500,18902198,0,-0.10
Scope,18/07/2024,04/08/2025,382,207694,233019,1,0.12
Scope,08/03/2021,24/08/2021,169,239760,228887,0,-0.05
Design,25/08/2021,03/08/2022,343,1078920,1290913,1,0.20
Scope,27/09/2016,28/09/2016,1,11670,16483,1,0.41
Design,28/09/2016,24/04/2017,208,42790,66805,1,0.56
Scope,30/07/2024,30/09/2025,427,179560,227890,1,0.27
Scope,08/10/2020,22/02/2023,867,91056,106690,1,0.17
Design,22/02/2023,05/11/2023,256,449880,909748,1,1.02
Scope,17/04/1964,22/12/2014,18511,325500,208238,0,-0.36
Design,22/04/1980,23/12/2015,13028,1302001,1518556,1,0.17
Scope,24/08/2015,27/04/2016,247,32700,47542,1,0.45
Design,14/12/2016,29/12/2017,380,130800,218157,1,0.67
Scope,06/07/2023,09/08/2023,34,11143,5814,0,-0.48
Design,20/09/2023,23/02/2024,156,55713,23258,0,-0.58
Scope,17/10/2023,24/07/2025,646,10313,94900,1,8.20
Design,08/08/2024,15/01/2025,160,45000,27164,0,-0.40
Scope,04/06/2023,26/10/2023,144,1692420,1037706,0,-0.39
Design,27/10/2023,14/05/2024,200,6769680,1891629,0,-0.72
Scope,14/04/2023,14/04/2023,1,68720,7168,0,-0.90
Design,17/04/2023,29/11/2023,226,343600,488610,1,0.42
Scope,17/07/2018,24/09/2018,69,42642,48620,1,0.14
Design,12/06/2018,16/05/2019,338,170568,205167,1,0.20
Scope,28/10/2022,12/06/2022,138,2169,1725,0,-0.20
Design,12/06/2022,04/11/2023,510,9759,6900,0,-0.29
Scope,19/08/2021,01/06/2023,651,25398,25398,1,0.00
Design,03/10/2023,08/11/2023,36,108577,108577,1,0.00
Scope,11/09/2022,18/01/2023,129,2046,3994,1,0.95
Design,18/01/2023,04/11/2023,290,9205,16269,1,0.77
Scope,25/01/2023,21/02/2023,27,2168,2477,1,0.14
Design,21/02/2023,04/11/2023,256,9756,9909,1,0.02
Scope,03/02/2021,15/07/2021,162,74411,74932,1,0.01
Design,09/08/2021,13/09/2022,400,372050,303330,0,-0.18
Scope,03/06/2018,15/08/2018,73,24980,56553,1,1.26
Design,12/06/2018,17/05/2019,339,124900,148327,1,0.19
Scope,03/07/2025,09/08/2025,37,53572,53572,1,0.00
Scope,20/06/2019,27/08/2019,68,68770,147661,1,1.15
Design,09/10/2019,19/02/2020,133,343850,557740,1,0.62
Scope,11/06/2020,26/01/2021,229,39300,29479,0,-0.25
Design,02/02/2021,16/11/2021,287,196500,198280,1,0.01
Design,08/12/2022,24/01/2023,47,28800,46573,1,0.62
Design,17/10/2023,31/01/2024,106,28500,23796,0,-0.17
Scope,21/01/2020,19/01/2021,364,1277800,760868,0,-0.40
Design,20/01/2021,05/11/2022,654,5750100,4710797,0,-0.18
Scope,03/08/2021,28/04/2021,97,20684,105480,1,4.10
Design,29/04/2021,20/01/2022,266,102919,446883,1,3.34
Scope,04/09/2018,08/12/2025,2652,44678,44678,1,0.00
Scope,15/02/2019,31/03/2020,410,134750,135630,1,0.01
Design,26/07/2021,31/03/2023,613,673750,719967,1,0.07
Scope,18/06/2019,07/06/2021,720,24551,63064,1,1.57
Design,07/06/2021,16/05/2022,343,122753,109064,0,-0.11
Design,25/03/2024,16/08/2024,144,48000,43677,0,-0.09
Construction,13/01/2025,09/05/2025,116,704000,214896,0,-0.69
Design,11/07/2023,31/01/2024,204,30000,24343,0,-0.19
Scope,22/05/2025,23/05/2025,1,3498,1982,0,-0.43
Design,26/03/2021,14/05/2021,49,252515,353393,1,0.40
Scope,26/11/2024,02/07/2025,218,13414,6932,0,-0.48
Design,19/02/2025,25/07/2025,156,53657,27727,0,-0.48
Scope,26/10/2018,03/12/2019,403,178169,92974,0,-0.48
Design,03/12/2019,17/05/2019,200,703945,806982,1,0.15
Design,11/06/2024,14/04/2025,307,33000,16471,0,-0.50
Scope,03/06/2018,15/08/2018,73,12340,11809,0,-0.04
Design,12/06/2018,17/05/2019,339,55530,121070,1,1.18
Scope,20/11/2023,05/06/2024,198,1279291,942970,0,-0.26
Design,05/07/2024,14/04/2025,283,5117162,1581223,0,-0.69
Scope,30/12/2024,25/07/2025,207,50747,23374,0,-0.54
Scope,30/11/2023,30/11/2023,1,31031,5272,0,-0.83
Design,12/01/2023,15/04/2024,459,144813,292065,1,1.02
Scope,13/02/2024,15/05/2024,92,17233,27429,1,0.59
Design,15/05/2024,14/04/2025,334,84526,106350,1,0.26
Scope,26/01/2024,07/03/2024,41,62152,84031,1,0.35
Design,07/09/2024,02/11/2025,421,278062,214138,0,-0.23
Scope,26/01/2024,13/11/2024,292,138180,134932,0,-0.02
Scope,08/08/2019,13/03/2020,218,100062,360572,1,2.60
Design,13/03/2020,30/06/2020,109,499671,698312,1,0.40
Design,02/01/2024,25/04/2024,114,60048,79918,1,0.33
Design,20/10/2023,18/04/2024,181,33815,100899,1,1.98
Scope,20/04/2021,15/12/2021,239,30364,31552,1,0.04
Design,27/12/2021,11/01/2022,15,146362,184250,1,0.26
Scope,20/06/2025,24/09/2025,96,480222,51366,0,-0.89
Scope,26/01/2024,25/09/2024,243,46066,39847,0,-0.14
Design,10/10/2024,09/08/2025,303,207962,58244,0,-0.72
Scope,27/08/2024,07/09/2025,376,70045,206102,1,1.94
Scope,20/05/2022,23/08/2022,95,1473,7631,1,4.18
Design,09/01/2022,27/01/2023,383,6627,25526,1,2.85
Scope,22/09/2022,28/04/2023,218,56287,128595,1,1.28
Design,05/02/2023,25/10/2023,262,274324,412750,1,0.50
Scope,25/06/2020,07/07/2020,12,2247,3593,1,0.60
Design,07/07/2020,01/06/2021,329,10112,14370,1,0.42
Scope,26/06/2024,22/11/2024,149,10100,22742,1,1.25
Design,12/05/2024,16/04/2025,339,40400,90971,1,1.25
Scope,17/02/2022,01/04/2024,774,57043,57043,1,0.00
Design,16/01/2024,25/04/2024,100,116612,116612,1,0.00
Scope,16/04/2021,28/07/2021,103,83700,223681,1,1.67
Design,30/07/2021,13/04/2022,257,418501,942082,1,1.25
Construction,08/08/2022,06/12/2025,1216,9416250,8956515,0,-0.05
Scope,14/07/2022,17/03/2023,246,69170,204105,1,1.95
Design,27/04/2023,13/05/2024,382,338283,410611,1,0.21
Scope,08/01/2023,19/12/2023,345,20530,39717,1,0.93
Design,01/08/2024,14/05/2024,79,102652,106582,1,0.04
Scope,19/06/2019,14/08/2019,56,156692,80218,0,-0.49
Design,09/12/2019,26/02/2020,79,731230,357655,0,-0.51
Scope,29/05/2025,29/05/2025,1,2775,1427,0,-0.49
Scope,04/08/2021,17/11/2021,105,43730,103998,1,1.38
Design,29/11/2021,22/04/2022,144,208391,344653,1,0.65
Construction,26/09/2022,26/11/2024,792,3801630,4833589,1,0.27
Scope,07/06/2021,14/02/2023,617,202251,407970,1,1.02
Design,16/06/2023,13/05/2024,332,1011250,1208971,1,0.20
Scope,23/01/2018,16/07/2024,2366,114493,89697,0,-0.22
Design,13/08/2024,16/04/2025,246,514208,356583,0,-0.31
Design,14/02/2022,21/03/2023,400,135266,104045,0,-0.23
Scope,08/05/2020,29/12/2020,235,39960,76367,1,0.91
Design,30/12/2020,14/01/2022,380,199800,337721,1,0.69
Design,30/06/2021,02/02/2023,582,517935,94446,0,-0.82
Scope,22/05/2024,25/10/2024,156,100469,112009,1,0.11
Design,25/10/2024,18/03/2025,144,450698,409361,0,-0.09
Scope,09/02/2022,28/03/2023,412,22400,93652,1,3.18
Design,18/04/2023,14/12/2023,240,112000,98273,0,-0.12
Scope,15/04/2021,07/02/2021,67,84190,122861,1,0.46
Design,07/08/2021,31/03/2022,236,420950,631201,1,0.50
Scope,08/07/2024,07/03/2025,242,7791,14443,1,0.85
Scope,06/04/2025,06/09/2025,153,3175,1155,0,-0.64
Scope,02/11/2022,17/10/2022,16,142100,164681,1,0.16
Design,11/04/2022,05/10/2023,542,710500,533390,0,-0.25
Scope,24/03/2025,20/06/2025,88,22234,22234,1,0.00
Design,30/11/2023,31/01/2024,62,27000,18546,0,-0.31
Scope,03/05/2024,13/08/2024,102,5677,36343,1,5.40
Design,28/08/2024,18/02/2025,174,22709,29918,1,0.32
Scope,29/06/2023,10/03/2023,111,11748,15903,1,0.35
Design,10/11/2023,13/02/2024,95,52864,57297,1,0.08
Scope,29/07/2021,18/08/2021,20,4477,6223,1,0.39
Design,18/08/2021,29/12/2021,133,20148,24890,1,0.24
Scope,26/03/2024,29/10/2024,217,12882,79539,1,5.17
Design,11/05/2024,04/09/2025,481,51524,108516,1,1.11
Design,02/05/2025,14/04/2025,18,16755,11192,0,-0.33
Scope,16/02/2023,15/11/2023,272,31000,175382,1,4.66
Design,12/05/2023,17/04/2024,341,155000,313260,1,1.02
Design,05/09/2024,10/09/2024,5,65175,12387,0,-0.81
Scope,10/09/2018,21/12/2018,102,119640,119313,0,0.00
Design,01/09/2019,05/07/2019,58,478560,526517,1,0.10
Scope,13/02/2019,02/12/2020,658,92360,110387,1,0.20
Design,09/09/2021,15/04/2022,218,461800,361873,0,-0.22
Scope,24/05/2024,28/08/2024,96,66586,137950,1,1.07
Scope,13/01/2025,04/08/2025,203,5320,13680,1,1.57
Scope,28/01/2022,20/01/2023,357,168263,245534,1,0.46
Design,31/01/2023,20/09/2023,232,836921,806192,0,-0.04
Scope,29/11/2021,23/02/2022,86,104190,74891,0,-0.28
Design,25/02/2022,05/12/2022,283,520950,376627,0,-0.28
Scope,24/05/2017,26/05/2021,1463,214034,454941,1,1.13
Design,06/02/2021,15/02/2022,374,1025603,1308101,1,0.28
Scope,23/02/2024,25/07/2024,153,15060,26473,1,0.76
Design,08/06/2024,04/10/2025,483,60240,123740,1,1.05
Scope,04/08/2022,14/09/2023,406,42081,68882,1,0.64
Design,27/09/2023,15/12/2023,79,180464,104946,0,-0.42
Scope,28/04/2021,20/04/2022,357,26871,54114,1,1.01
Design,20/04/2022,03/06/2023,409,133620,214203,1,0.60
Scope,25/03/2021,27/08/2021,155,1537800,992317,0,-0.35
Design,30/08/2021,09/02/2022,163,6920100,3506612,0,-0.49
Scope,28/03/2023,09/05/2023,42,1337500,931565,0,-0.30
Design,09/06/2023,05/06/2024,362,6018750,2333217,0,-0.61
Scope,28/03/2023,28/03/2023,1,23890,36871,1,0.54
Design,28/03/2023,22/09/2023,178,119450,402540,1,2.37
Scope,19/03/2024,10/08/2024,144,3540615,1919688,0,-0.46
Scope,19/03/2024,25/07/2024,128,1341495,1570960,1,0.17
Design,26/07/2024,17/04/2025,265,6260310,1520091,0,-0.76
Scope,19/03/2024,26/09/2024,191,1742644,1123298,0,-0.36
Scope,19/03/2024,29/10/2024,224,436393,777213,1,0.78
Scope,21/07/2023,21/07/2023,1,94980,119983,1,0.26
Design,21/07/2023,13/05/2024,297,474900,1124336,1,1.37
Scope,19/03/2024,10/08/2024,144,111174,144825,1,0.30
Scope,19/03/2024,25/07/2024,128,523822,650304,1,0.24
Scope,19/03/2024,25/07/2024,128,158049,485,0,-1.00
Scope,30/09/2024,14/01/2025,106,174218,329358,1,0.89
Scope,19/07/2019,23/12/2019,157,294742,400910,1,0.36
Design,01/08/2020,25/06/2020,37,1473705,1447721,0,-0.02
Scope,10/07/2021,24/01/2022,198,26467,40301,1,0.52
Design,02/02/2022,10/05/2022,97,132335,144821,1,0.09
Scope,01/11/2019,06/04/2021,522,110078,108165,0,-0.02
Design,15/06/2021,02/03/2022,260,543998,484197,0,-0.11
Design,01/04/2023,08/05/2025,768,832200,544392,0,-0.35
Scope,28/09/2023,22/12/2023,85,17700,26784,1,0.51
Design,01/08/2024,25/04/2024,98,88500,73464,0,-0.17
Scope,08/05/2020,03/01/2021,240,85860,41867,0,-0.51
Design,03/03/2021,24/01/2022,327,429300,383205,0,-0.11
Scope,28/05/2021,28/01/2022,245,95277,71970,0,-0.24
Scope,26/08/2020,27/04/2021,244,36280,108372,1,1.99
Design,25/05/2021,11/08/2021,78,181400,433394,1,1.39
Scope,10/09/2024,26/02/2025,169,28588,1733,0,-0.94
Scope,03/02/2022,01/03/2023,391,117350,137475,1,0.17
Scope,27/03/2024,27/03/2024,1,46975,41569,0,-0.12
Design,27/03/2024,13/01/2025,292,219216,127275,0,-0.42
Scope,27/02/2018,01/03/2020,733,135212,243137,1,0.80
Design,01/08/2020,30/06/2020,32,667839,1500446,1,1.25
Scope,03/02/2022,01/03/2023,391,243495,253203,1,0.04
Design,01/10/2023,14/05/2024,226,1217475,1119183,0,-0.08
Design,31/01/2023,13/02/2023,13,228105,141522,0,-0.38
Design,25/11/2024,14/04/2025,140,24310,8538,0,-0.65
Scope,14/07/2021,30/07/2021,16,3795,7930,1,1.09
Design,30/07/2021,29/12/2021,152,17080,31719,1,0.86
Scope,04/07/2022,04/07/2022,1,95738,110974,1,0.16
Design,13/05/2022,14/11/2022,185,478689,257197,0,-0.46
Construction,15/11/2023,26/02/2025,469,10770495,11161136,1,0.04
Scope,10/02/2023,11/09/2023,213,15600,15680,1,0.01
Design,15/11/2023,03/07/2024,231,70200,63899,0,-0.09
Scope,22/07/2019,26/11/2019,127,58970,80643,1,0.37
Design,26/11/2019,30/06/2020,217,294850,325736,1,0.10
Construction,13/09/2023,31/03/2025,565,6634125,7146135,1,0.08
Scope,03/10/2023,07/05/2023,149,16559,31734,1,0.92
Scope,31/01/2019,10/12/2022,1409,271750,232061,0,-0.15
Design,19/10/2022,09/11/2023,386,1358750,1130121,0,-0.17
Scope,29/06/2023,10/10/2023,103,18500,16068,0,-0.13
Design,10/11/2023,15/02/2024,97,83250,89794,1,0.08
Scope,18/07/2023,14/11/2023,119,22450,33522,1,0.49
Design,24/11/2023,30/04/2024,158,112250,104331,0,-0.07
Scope,03/05/2021,27/07/2021,85,43048,70663,1,0.64
Scope,04/08/2021,18/10/2021,75,157437,157406,0,0.00
Design,26/10/2021,08/04/2023,529,781198,472933,0,-0.39
Scope,04/09/2021,07/01/2021,240,78996,90988,1,0.15
Design,14/07/2021,18/11/2021,127,394980,484379,1,0.23
Scope,18/05/2021,08/03/2022,294,136225,213281,1,0.57
Design,13/09/2022,30/03/2023,198,681124,665124,0,-0.02
Scope,07/01/2022,28/02/2023,417,67168,149313,1,1.22
Design,03/09/2023,25/08/2023,9,324573,389609,1,0.20
Scope,06/12/2023,24/11/2023,12,123700,317535,1,1.57
Design,12/06/2023,05/03/2024,267,618501,542625,0,-0.12
Scope,07/11/2023,14/11/2023,7,82281,86932,1,0.06
Design,15/11/2023,26/04/2024,163,408683,433400,1,0.06
Scope,16/05/2024,11/01/2024,126,95463,204565,1,1.14
Scope,26/03/2021,11/02/2021,43,175410,185378,1,0.06
Design,11/03/2021,10/05/2022,425,877050,1042751,1,0.19
Scope,03/06/2025,09/09/2025,98,24792,23788,0,-0.04
Scope,08/07/2023,18/09/2023,72,5000,6278,1,0.26
Design,18/09/2023,15/11/2023,58,22500,25114,1,0.12
Design,18/06/2024,16/10/2024,120,84080,11325,0,-0.87
Scope,20/07/2023,08/02/2023,162,4700,6348,1,0.35
Design,08/02/2023,15/11/2023,280,21150,25398,1,0.20
Scope,06/03/2020,07/02/2020,28,3266,5625,1,0.72
Design,07/02/2020,19/05/2021,467,14697,22500,1,0.53
Scope,24/01/2023,27/12/2023,337,368600,398117,1,0.08
Design,01/12/2024,14/05/2024,201,1843001,1724022,0,-0.06
Scope,18/03/2024,03/05/2025,411,195977,167527,0,-0.15
Scope,10/08/2021,25/01/2023,533,72818,113708,1,0.56
Design,26/01/2023,06/09/2023,223,362617,383495,1,0.06
Scope,07/02/2024,19/02/2025,378,799295,368255,0,-0.54
Scope,28/04/2025,23/07/2025,86,3399,935,0,-0.72
Scope,04/05/2021,13/08/2021,101,133519,132963,0,0.00
Design,15/09/2021,09/08/2022,328,661849,562734,0,-0.15
Scope,15/09/2025,30/09/2025,15,4037,278,0,-0.93
Scope,15/09/2025,30/09/2025,15,5207,195,0,-0.96
Scope,03/05/2019,26/01/2022,999,43328,4426,0,-0.90
Design,29/12/2022,13/12/2023,349,216640,382689,1,0.77
Scope,20/06/2023,29/08/2023,70,25950,21980,0,-0.15
Design,12/09/2024,14/04/2025,214,129750,94892,0,-0.27
Scope,22/04/1985,28/03/2016,11298,103442,91741,0,-0.11
Design,24/06/2016,29/04/2018,674,404279,646366,1,0.60
Construction,21/05/2018,22/09/2024,2316,6728865,7127771,1,0.06
Scope,21/05/2024,28/10/2024,160,30718,128706,1,3.19
Scope,04/11/2022,04/11/2022,1,10612,317,0,-0.97
Design,04/11/2022,03/07/2023,241,53059,1269,0,-0.98
Scope,04/08/2021,19/07/2021,16,2522,13929,1,4.52
Scope,04/12/2021,19/07/2021,138,4950,16456,1,2.32
Design,01/03/2022,01/06/2023,457,22277,66074,1,1.97
